Advertisement,Advertisement No,Advertisement Date,Location,Price,Gross Area,Net Area,Age,Room,Floor,Heating,Furnished,House URL
ESTON ÇAMLIEVLER TADİLATLI KİRACILI 3+1 METROYA 600 M,Portföy No: P68477477,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,9.500.000 ₺,116,97,26-30,3+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P68477477
CONDORD İSTANBUL SATILIK 1+1 DAIRE,Portföy No: P75251164,02-13-2025,İstanbul Anadolu / Kadıköy/ Dumlupınar Mah.,5.750.000 ₺,60,46,7,1+1,6,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P75251164
"Ataşehir İçerenköy de 3+1 Satılık 100m² Daire,",Portföy No: P66175215,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,5.250.000 ₺,100,85,21-25,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P66175215
TÜTÜNCÜ MEHMET EFENDİ CAD ÜZERINDE SIFIR DAIRE,Portföy No: P23807834,02-13-2025,İstanbul Anadolu / Kadıköy/ Göztepe Mah.,20.500.000 ₺,107,97,0,3+1,4,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P23807834
CADDE ÜZERİ YENİ BİNADA BAHÇE KULLANIMLI 1+1 SATILIK DAİRE,Portföy No: P16681847,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,2.850.000 ₺,60,45,3,1+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16681847
KISIKLI FERAH CADDESİ ÜZERİNDE BAHÇE KULLANIMLI SATILIK 1+1,Portföy No: P20324158,02-13-2025,İstanbul Anadolu / Üsküdar/ Kısıklı Mah.,3.700.000 ₺,70,50,10-15,1+1,Bahçe Katı,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P20324158
KAYIŞDAĞI CADDESİNDE 1+1 SATILIK DAİRE,Portföy No: P23720035,02-13-2025,İstanbul Anadolu / Ataşehir/ Kayışdağı Mah.,3.800.000 ₺,75,60,10-15,1+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P23720035
"CAFERAĞA MAH.'DE 2+1 ÇATI DUBLEKSI – 14,5 M² TERASLI VE 2 M² BALKONLU – TAPU HARCI AVANTAJLI !",Portföy No: P70130222,02-13-2025,İstanbul Anadolu / Kadıköy/ Caferağa Mah.,15.500.000 ₺,90,65,2,2+1,5,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P70130222
PENDIK YAYALAR MH.MAVI KARADENIZ SITESI YATIRIMA UYGUN 2+1 SATILIK DAIRE,Portföy No: P07680641,02-13-2025,İstanbul Anadolu / Pendik/ Yayalar Mah.,3.300.000 ₺,75,65,26-30,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P07680641
ÜSKÜDAR BELEDİYESİ SOKAĞINDA SIFIR YÜKSEK GİRİŞ SATILIK 2+1 DAİRE,Portföy No: P71377065,02-13-2025,İstanbul Anadolu / Üsküdar/ Mimar Sinan Mah.,7.100.000 ₺,80,70,1,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71377065
ÜMRANIYE İSTIKLAL MAH. TOPLU ULAŞIMA YAKIN SATILIK 4+1 DUBLEKS DAİRE,Portföy No: P51582712,02-13-2025,İstanbul Anadolu / Ümraniye/ İstiklal Mah.,7.650.000 ₺,135,115,10-15,4+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P51582712
KALAMIŞ SUN MARİNE SİTESİNDE 7/24 GÜVENLİK 2+1 SATILIK DAİRE,Portföy No: P55745215,02-13-2025,İstanbul Anadolu / Kadıköy/ Zühtüpaşa Mah.,11.200.000 ₺,90,70,16-20,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P55745215
ESATPAŞA EMEK SİTESİNDE 4+1 TADİLATLI SATILIK DUBLEKS BOŞ DAİRE,Portföy No: P13337274,02-13-2025,İstanbul Anadolu / Üsküdar/ Cumhuriyet Mah.,7.250.000 ₺,210,190,26-30,4+1,5,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P13337274
ÜMRANİYE İNKILAP MAHALLESİ KAPLANKENT SİTESİNDE SATILIK 3+1 DAİRE,Portföy No: P87661700,02-13-2025,İstanbul Anadolu / Ümraniye/ İnkılap Mah.,4.950.000 ₺,130,110,26-30,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87661700
ESENEVLER YUNUS EMRE CADDESİ ARKA SOKAĞINDA 4+2 DUBLEKS DAİRE,Portföy No: P88660372,02-13-2025,İstanbul Anadolu / Ümraniye/ Esenevler Mah.,7.050.000 ₺,220,194,16-20,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P88660372
ÜMRANIYE SITE MAHALLESI 2+1 SATILIK DAIRE ACIL ! ACIL !,Portföy No: P05465846,02-13-2025,İstanbul Anadolu / Ümraniye/ Site Mah.,2.825.000 ₺,86,72,10-15,2+1,1. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P05465846
İSTMARİNA'DA HEM OFİS HEM KONUT İÇİN UYGUN DENİZ MANZARALI 1+0,Portföy No: P14424574,02-13-2025,İstanbul Anadolu / Kartal/ Kordonboyu Mah.,5.250.000 ₺,45,30,9,1+0,24,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P14424574
ATAŞEHİR KÜÇÜKBAKKALKÖY HASTANELER BÖLGESİNDE SATILIK 3+1,Portföy No: P75458801,02-13-2025,İstanbul Anadolu / Ataşehir/ Küçükbakkalköy Mah.,3.200.000 ₺,130,115,30+,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P75458801
"MALTEPE,ALTINTEPE'DE BAHÇE KULLANIMLI 3+1 DAIRE SATILIK",Portföy No: P22338304,02-13-2025,İstanbul Anadolu / Maltepe/ Altıntepe Mah.,6.550.000 ₺,130,90,26-30,3+1,Giriş Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P22338304
Namık Kemalde İskanlı Yeni Binada Fırsat Satılık 2+1 Daire,Portföy No: P06805153,02-13-2025,İstanbul Anadolu / Ümraniye/ Namık Kemal Mah.,3.750.000 ₺,75,65,5,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P06805153
AsHill'den Çengelköy Hasbahçe Konaklarında Lüsk Sıfır 2+1 Daire,Portföy No: P84168535,02-13-2025,İstanbul Anadolu / Üsküdar/ Küçüksu Mah.,12.900.000 ₺,148,93,1,2+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P84168535
KÜÇÜKYALI'DA FERAH A.OTOPARKLI 55M² METROYA YAKIN SATILIK DAİRE,Portföy No: P81145875,02-13-2025,İstanbul Anadolu / Maltepe/ Küçükyalı Mah.,3.700.000 ₺,55,40,10-15,1+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P81145875
AsHill'den Çengelköy HasBahçe Konaklarında Satılık 3+1 Daire,Portföy No: P44234217,02-13-2025,İstanbul Anadolu / Üsküdar/ Küçüksu Mah.,14.250.000 ₺,150,107,1,3+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P44234217
Ashill'den Üsküdar Küçüksu HasBahçe Konaklarında Lüks 4+1 Daire,Portföy No: P84806153,02-13-2025,İstanbul Anadolu / Üsküdar/ Küçüksu Mah.,17.500.000 ₺,208,147,1,4+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P84806153
AsHill'den Has Bahçe Konaklarında Lüks 5+1 Dublex Daire,Portföy No: P20854247,02-13-2025,İstanbul Anadolu / Üsküdar/ Küçüksu Mah.,32.000.000 ₺,428,288,1,5+1,6,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P20854247
AsHill'den Çekmeköy Cumhuriyet Mah.Kullanışlı 3+1 Satılık Daire,Portföy No: P32208175,02-13-2025,İstanbul Anadolu / Çekmeköy/ Cumhuriyet Mah.,4.300.000 ₺,110,90,8,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P32208175
"İÇERENKÖY'DE DEKORASYONLU, OTOPARKLI,ASANSÖRLÜ,GENİŞ SATILIK 3+1 DAİRE",Portföy No: P72317847,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,7.000.000 ₺,150,130,26-30,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72317847
ÜMRANİYE ATAKENT CANPARK AVM KARŞISI 3+1 YATIRIMLIK FIRSAT DAİRE,Portföy No: P44463175,02-13-2025,İstanbul Anadolu / Ümraniye/ Atakent Mah.,5.000.000 ₺,110,95,26-30,3+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P44463175
"BAĞDATA 3. BINA.ÖNÜ AÇIK,BALKONLU,MÜKEMMEL KONUMDA",Portföy No: P70661822,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,18.950.000 ₺,130,100,21-25,3+1,1,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P70661822
"AsHill'den Site İçi, Güvenlik, Kapalı Otopark, Sıfır Daire",Portföy No: P08176131,02-13-2025,İstanbul Anadolu / Üsküdar/ Bahçelievler Mah.,11.250.000 ₺,115,100,3,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08176131
"AsHill'den Site İçi, Güvenlik, Kapalı Otopark, Sıfır Daire",Portföy No: P08183532,02-13-2025,İstanbul Anadolu / Üsküdar/ Bahçelievler Mah.,9.000.000 ₺,80,70,3,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08183532
"AsHill'den Site İçi, Güvenlik, Kapalı Otopark, Sıfır Daire",Portföy No: P87642372,02-13-2025,İstanbul Anadolu / Üsküdar/ Bahçelievler Mah.,9.750.000 ₺,160,70,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87642372
REMAX CEMAL UMAR FİNANS MERKEZİNE KOMŞU SATILIK 2+1 DAİRE,Portföy No: P08641484,02-13-2025,İstanbul Anadolu / Ümraniye/ Site Mah.,5.300.000 ₺,90,80,10-15,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08641484
AsHill'den Tantavi 2+1 Sur Yapı Exen Yanı Sıfır Boş Daire,Portföy No: P34751017,02-13-2025,İstanbul Anadolu / Ümraniye/ Tantavi Mah.,7.100.000 ₺,85,75,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P34751017
AsHill'den 3+1 Ümraniye Sur Yapı Exxen Yanı Satılık Daireler,Portföy No: P84605844,02-13-2025,İstanbul Anadolu / Ümraniye/ Tantavi Mah.,9.500.000 ₺,120,100,1,3+1,11,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84605844
AsHill'den Çekmeköy Fors Taşdelen Sitesinde 3+1 Satılık Ara Kat,Portföy No: P62354586,02-13-2025,İstanbul Anadolu / Çekmeköy/ Ekşioğlu Mah.,4.900.000 ₺,120,90,8,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P62354586
AsHill den Burhaniye Nuri Bey Sokak da 5+2 Lüks Dubleks Daire,Portföy No: P27615820,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,27.500.000 ₺,300,256,1,5+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P27615820
Ataşehir İÇERENKÖY de En İyi Lokasyonda Arakat Balkonlu Aydınlık,Portföy No: P05546405,02-13-2025,İstanbul Anadolu / Maltepe/ Zümrütevler Mah.,6.250.000 ₺,136,116,21-25,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P05546405
"PENDIK DUMLUPINAR TAŞINMAYA HAZIR (BOŞ), SATILIK 2+1 DAIRE",Portföy No: P40337544,02-13-2025,İstanbul Anadolu / Pendik/ Dumlupınar Mah.,3.350.000 ₺,100,70,16-20,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P40337544
RE/MAX MASA BURHANİYE EKŞİOĞLU KONAKLARI 121M2 3+1 SATILIK DAİRE,Portföy No: P11061412,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,9.500.000 ₺,121,101,1,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P11061412
RE/MAX MASA BURHANİYE EKŞİOĞLU KONAKLARI 2+1 SATILIK,Portföy No: P73103042,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,5.600.000 ₺,77,58,2,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P73103042
"REMAX MASA ESENEVLER, YUNUS EMRE CADDESİNDE 3+1 SATILIK DAİRE",Portföy No: P10730222,02-13-2025,İstanbul Anadolu / Ümraniye/ Esenevler Mah.,6.500.000 ₺,121,101,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10730222
RE/MAX MASA BURHANİYE EKŞİOĞLU KONAKLARI 121M2 3+1 SATILIK DAİRE,Portföy No: P10173551,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,9.450.000 ₺,121,101,0,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10173551
Kartal Hürriyet mahallesinde Satılık 3+1 Daire,Portföy No: P56175477,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,5.500.000 ₺,125,110,1,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56175477
Kartal Hürriyet mahallesinde 3+1 Satılık Dubleks Daire,Portföy No: P53423183,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,6.500.000 ₺,170,153,2,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P53423183
MALTEPE BAĞLARBAŞI’NDA KAÇIRILMAYACAK FIRSAT!,Portföy No: P84317555,02-13-2025,İstanbul Anadolu / Maltepe/ Bağlarbaşı Mah.,3.500.000 ₺,95,85,30+,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84317555
ÇEKMEKÖY MERKEZ MAHALLESİ SATILIK GENİŞ 2+1 3.KAT BOŞ DAİRE,Portföy No: P83870553,02-13-2025,İstanbul Anadolu / Çekmeköy/ Merkez Mah.,4.900.000 ₺,110,75,1,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83870553
KARTAL HÜRRİYET MAH.SATILIK 65 M2 ARSA PAYLI GENİŞ BOŞ 2+1 DAİRE,Portföy No: P76830237,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,2.950.000 ₺,140,125,26-30,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P76830237
SANCAKTEPE OSMANGAZİ'DE METROYA YAKIN İKİ AYRI DAİRE KULLANIMLI 5+2 DUBLEKS DAİRE,Portföy No: P66324461,02-13-2025,İstanbul Anadolu / Sancaktepe/ Osmangazi Mah.,6.600.000 ₺,190,175,9,5+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P66324461
NARLIBAHÇE EVLERİNDE 2+1 BALKONLU SATILIK DAİRE,Portföy No: P37476500,02-13-2025,İstanbul Anadolu / Ümraniye/ Necip Fazıl Mah.,8.950.000 ₺,95,71,2,2+1,11,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P37476500
MALTEPE FINDIKLI 2+1 SATILIK DAİRE,Portföy No: P65018160,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,3.950.000 ₺,75,65,5,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P65018160
TUZLA ORTA MH. MERKEZDE GENİŞ FERAH 2+1 SATILIK DAİRE,Portföy No: P86038524,02-13-2025,İstanbul Anadolu / Tuzla/ Orta Mah.,2.850.000 ₺,165,150,16-20,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P86038524
PENDİK GÜZELYALI 3+1 SATILIK DAİRE,Portföy No: P66571560,02-13-2025,İstanbul Anadolu / Pendik/ Güzelyalı Mah.,2.500.000 ₺,110,100,21-25,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P66571560
RE/MAX PROF EREN YILDIRIM ATLANTİK FLY SİT 3+1 SATILIK BOŞ DAİRE,Portföy No: P17081503,02-13-2025,İstanbul Anadolu / Pendik/ Güllü Bağlar Mah.,7.250.000 ₺,150,130,5,3+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P17081503
"Kartal Orhantepe'de Satılık Katta Tek, Geniş Ferah 3+1",Portföy No: P57868744,02-13-2025,İstanbul Anadolu / Kartal/ Orhantepe Mah.,7.850.000 ₺,200,180,26-30,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P57868744
"CADDEBOSTANIN EN GÜZEL SOKAĞINDA, KATTA TEK,4+1 DEN 3+1 E DÖNÜŞTÜRÜLMÜŞ 195 m2  SATILIK DAİRE",Portföy No: P45500837,02-13-2025,İstanbul Anadolu / Kadıköy/ Caddebostan Mah.,19.950.000 ₺,195,150,30+,3+1,10,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P45500837
SUADİYE  EMİNALİPAŞA CAD. VATANDAŞLIK İÇİN UYGUN  BALKONLU İSKANLI SATILIK DAİRE,Portföy No: P75105852,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,16.300.000 ₺,105,90,6,2+1,4,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P75105852
GÖZTEPE TURKUAZ PARK RESIDENCE 3+1 SATILIK DAİRE,Portföy No: P14676220,02-13-2025,İstanbul Anadolu / Kadıköy/ Caddebostan Mah.,23.300.000 ₺,120,100,8,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14676220
BAĞLARBAŞINDA ARA KAT SIFIR HARİKA 2+1 DAİRE,Portföy No: P28208233,02-13-2025,İstanbul Anadolu / Maltepe/ Bağlarbaşı Mah.,6.900.000 ₺,74,65,1,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P28208233
BAĞLARBAŞINDA KISMİ DENİZ MANZARALI HARİKA SIFIR 2+1 DAİRE,Portföy No: P17061614,02-13-2025,İstanbul Anadolu / Maltepe/ Bağlarbaşı Mah.,7.000.000 ₺,74,64,1,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P17061614
ATAŞEHİR EVİNPARK REZİDANS 3+1 ARAKAT SATILIK DAİRE,Portföy No: P25670224,02-13-2025,İstanbul Anadolu / Ataşehir/ Atatürk Mah.,8.500.000 ₺,120,90,9,3+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P25670224
DENİZE VE MARMARAYA YÜRÜME MESAFEDE SATILIK  PANAROMİK DUBLEX,Portföy No: P31853881,02-13-2025,İstanbul Anadolu / Pendik/ Doğu Mah.,11.975.000 ₺,275,250,26-30,5+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P31853881
BAĞLARBAŞINDA SIFIR GİYİM ODALI SIFIR HARİKA 2+1 DAİRE,Portföy No: P43885216,02-13-2025,İstanbul Anadolu / Maltepe/ Bağlarbaşı Mah.,7.000.000 ₺,74,64,1,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43885216
KARTAL DAP TERAS KULEDE BÜYÜK TİP DENİZ MANZARALI BOŞ DAİRE,Portföy No: P71217753,02-13-2025,İstanbul Anadolu / Kartal/ Topselvi Mah.,3.700.000 ₺,45,35,5,1+0,15,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P71217753
FENERYOLU YAZICIBAŞI SOK 3+1 120 M2 NET YATIRIM FIRSATI  OLAN SATILIK DAİRE,Portföy No: P71077318,02-13-2025,İstanbul Anadolu / Kadıköy/ Feneryolu Mah.,9.850.000 ₺,150,120,30+,3+1,6,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P71077318
EMAAR AVM KARŞISI GARANTİ SİTESİ 100M2 2+1 SATILIK DUBLEKS DAİRE,Portföy No: P37348572,02-13-2025,İstanbul Anadolu / Ataşehir/ Fetih Mah.,6.400.000 ₺,100,95,30+,2+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P37348572
KAYNARCA'DA MERKEZDE 3+1 GENİŞ KULLANIŞLI ARA KAT DAİRE,Portföy No: P20415857,02-13-2025,İstanbul Anadolu / Pendik/ Kaynarca Mah.,5.750.000 ₺,120,110,10-15,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20415857
MALTEPE'DE GENÇ BİNADA 3+1 SATILIK BAHÇE KATI,Portföy No: P61265154,02-13-2025,İstanbul Anadolu / Maltepe/ Bağlarbaşı Mah.,7.200.000 ₺,110,95,10-15,3+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P61265154
ŞAŞKINBAKKALDA BAĞDAT CADDESİNE 5.BİNADA 120M2 3+1 SATILIK DAİRE,Portföy No: P60044732,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,18.500.000 ₺,120,90,21-25,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P60044732
KARTAL KORDONBOYU SAHİLE 1.BİNA DENİZ MANZARALI 125M2 3+1,Portföy No: P13870017,02-13-2025,İstanbul Anadolu / Kartal/ Kordonboyu Mah.,5.000.000 ₺,125,110,26-30,3+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P13870017
KAYNARCA'DA ÇOK BÜYÜK VE KULLANIŞLI 3+1 ARA KAT DAİRENİZ SİZİ BEKLİYOR,Portföy No: P33178241,02-13-2025,İstanbul Anadolu / Pendik/ Kaynarca Mah.,5.750.000 ₺,120,110,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33178241
BAĞLARBAŞI MERKEZİ KONUMDA SIFIR 2+1 SATILIK ARA KAT DAİRE,Portföy No: P71302335,02-13-2025,İstanbul Anadolu / Maltepe/ Bağlarbaşı Mah.,6.250.000 ₺,95,67,1,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71302335
TABLO ADALAR MALTEPE'de  SIFIR  1+1 BAKONLU DAİRE,Portföy No: P74541445,02-13-2025,İstanbul Anadolu / Maltepe/ Zümrütevler Mah.,5.495.000 ₺,64,39,1,1+1,11,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P74541445
KENTPLUS CENTRIUM DA SİTE İÇİNDE  ŞEHİR MANZARALI  2+1 SATILIK DAİRE,Portföy No: P07347033,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,6.450.000 ₺,85,75,10-15,2+1,16,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P07347033
ORTADAĞ'DA HARİKA 3+2 FIRSAT TERS DUBLEKS DAİRE,Portföy No: P78567048,02-13-2025,İstanbul Anadolu / Sancaktepe/ Fatih Mah.,5.250.000 ₺,190,160,5,3+2,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P78567048
PENDİK ÇARŞI İÇİ'NDE GENİŞ 2+1 SATILIK DAİRE,Portföy No: P00364863,02-13-2025,İstanbul Anadolu / Pendik/ Doğu Mah.,3.500.000 ₺,100,90,30+,2+1,1,Doğalgaz Sobası,Hayır,https://www.remax.com.tr/portfoy/P00364863
PENDİK ESENLER'DE YATIRIMLIK FIRSAT 2+1 DAİRE,Portföy No: P10572281,02-13-2025,İstanbul Anadolu / Pendik/ Esenler Mah.,2.250.000 ₺,80,70,1,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10572281
ALTAYÇEŞME'DE YATIRIMLIK FIRSAT 3+1 DAİRE,Portföy No: P68718378,02-13-2025,İstanbul Anadolu / Maltepe/ Altayçeşme Mah.,5.450.000 ₺,100,89,26-30,3+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P68718378
KAVACIK MAHALLESİN’DE BRÜT 110M2 2+1 GENİŞ SATILIK ARA KAT,Portföy No: P04282452,02-13-2025,İstanbul Anadolu / Beykoz/ Kavacık Mah.,7.950.000 ₺,110,100,21-25,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P04282452
Libadiye 3+1 Daire. Çok güzel bir konumda,Portföy No: P30707330,02-13-2025,İstanbul Anadolu / Üsküdar/ Cumhuriyet Mah.,5.750.000 ₺,100,80,16-20,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30707330
MEHMET AKİF MAH SATILIK BOŞ BALKONLU SIFIR 2+1 LÜKS DAİRE,Portföy No: P66883485,02-13-2025,İstanbul Anadolu / Ümraniye/ Mehmet Akif Mah.,6.450.000 ₺,71,63,1,2+1,4,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P66883485
PENDİİK MERKEZ DE DENİZ MANZARALI METROYA YÜRÜME MESAFESİNDE SATILIK 3+1 DAİRE,Portföy No: P20027457,02-13-2025,İstanbul Anadolu / Pendik/ Bahçelievler Mah.,4.600.000 ₺,150,135,30+,3+1,5,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P20027457
SAHİLE 2.PARSEL DRAGOS MARİN SİTESİNDE 3+1 FIRSAT DAİRE,Portföy No: P72087864,02-13-2025,İstanbul Anadolu / Kartal/ Kordonboyu Mah.,9.250.000 ₺,110,90,3,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72087864
PETROL İŞ MAH. RODOŞOSE FIRSAT 2+1 DAİRE,Portföy No: P11563617,02-13-2025,İstanbul Anadolu / Kartal/ Petrol iş Mah.,5.950.000 ₺,90,90,1,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P11563617
FINDIKLI MAHALLESİ'NDE SIFIR FIRSAT SATILIK 2+1 DAİRE,Portföy No: P67655807,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,3.250.000 ₺,75,65,1,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P67655807
Beykoz Tokatköy'de Site içersin'de Satılık 2+1 Dare,Portföy No: P84011238,02-13-2025,İstanbul Anadolu / Beykoz/ Tokatköy Mah.,6.250.000 ₺,85,75,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84011238
REMAX ABC AĞAOĞLU MY CİTY'DE GÜNEY CEPHE BOŞ 275m2 5+1 DUBLEX,Portföy No: P02380378,02-13-2025,İstanbul Anadolu / Ümraniye/ Çakmak Mah.,13.500.000 ₺,275,235,26-30,5+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P02380378
