Advertisement,Advertisement No,Advertisement Date,City,District,Neighborhood,Price (try),Gross Area (m2),Net Area (m2),Building Age,Room,Floor,Heating,Furnished,Advertisement Link
REMAX IDEA'DAN Çekmeköy'ün Merkezinde Mayıs Teslim Daireler,P80005858,2025-02-13,İstanbul,Çekmeköy, Güngören,4950000,60,45,1,1+1,8,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P80005858
"Maltepe Bağlarbaşı Sahilde Kapalı Mutfaklı Balkonlu 5.Katta 2+1 Satılık Daireler,",P17270401,2025-02-13,İstanbul,Maltepe, Bağlarbaşı,7450000,90,70,1,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P17270401
"İstiklal Mahallesi, Anafartalar Caddesi Üzerinde Çamlıca Manzaralı Çatı Dubleks,",P32518233,2025-02-13,İstanbul,Ümraniye, İstiklal,10490000,180,145,10-15,5+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P32518233
MODERN SİTEDE SATILIK 2+1 DAİRE AVANTAJLI KONUM,P58838511,2025-02-13,İstanbul,Pendik, Sülüntepe,4350000,73,63,3,2+1,3,Yerden Isıtma,Evet,https://www.remax.com.tr/portfoy/P58838511
PENDİK BAHÇELİEVLER MAHALLESİNDE SATILIK 3+1 DAİRE,P83042553,2025-02-13,İstanbul,Pendik, Bahçelievler,5625000,145,120,10-15,3+1,5,Merkezi,Evet,https://www.remax.com.tr/portfoy/P83042553
Anadoluhisarı Otağtepe'de 3+1 Satılık Bahçe Kullanımlı Daire,P18638313,2025-02-13,İstanbul,Beykoz, Kavacık,10750000,162,138,21-25,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P18638313
ÜMRANİYE ÇAMLIK KORU LİFE'DA FİNANS MERKEZİNE KOMŞU SATILIK 3+1 DAİRE,P45034476,2025-02-13,İstanbul,Ümraniye, Çamlık,7500000,110,90,9,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P45034476
AsHill'den Yeni Binada Üst Dubleks Kullanışlı Masrafsız Daire.,P54571182,2025-02-13,İstanbul,Sultanbeyli, Adil,5250000,150,130,9,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P54571182
MALTEPE CEVİZLİ DAP DALGA KULE SATILIK 2+1 DAİRE,P47501665,2025-02-13,İstanbul,Maltepe, Cevizli,4985000,75,65,9,2+1,8,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P47501665
KOZYATAĞI BAYAR CADDESİ MASRAFSIZ SATILIK 2+1 DAİRE,P53801726,2025-02-13,İstanbul,Kadıköy, Kozyatağı,8900000,110,90,30+,2+1,4,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P53801726
SATILIK SAMANDIRA OSMANGAZİ MH. BRÜT 140 m2 DUBLEKS DAİRE,P81478323,2025-02-13,İstanbul,Sancaktepe, Osmangazi,5500000,140,121,10-15,4+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P81478323
DENİZE YÜRÜME MESAFESİNDE 3+1 BAHÇELİ DAİRE,P02188870,2025-02-13,İstanbul,Şile, Çavuş,3750000,130,100,26-30,3+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P02188870
BOĞAZİÇİ SİTESİNDE SATILIK 3+1 TERS DUBLEKS,P55546046,2025-02-13,İstanbul,Üsküdar, Ünalan,5850000,140,110,26-30,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P55546046
İNÖNÜ MAHALLESİ 3+1 SATILIK DAİRE,P14567773,2025-02-13,İstanbul,Ataşehir, İnönü,5300000,110,90,10-15,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14567773
BEYLERBEYİNDE BOĞAZ MANZARALI 3+1 110 M2 SATILIK DAİRE,P54063404,2025-02-13,İstanbul,Üsküdar, Beylerbeyi,20000000,110,90,30+,3+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P54063404
Adalar Heybeliada’da Satılık 3+1 Kat Mülkiyetli,P62431865,2025-02-13,İstanbul,Adalar, Heybeliada,6800000,137,105,30+,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P62431865
Heybeliada Muhteşem Deniz Manzaralı Sahile Yakın Satılık Daire,P24640536,2025-02-13,İstanbul,Adalar, Heybeliada,8500000,198,152,30+,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P24640536
Finans Merkezine Komşu Atapol Residence 135 m2 3+1 Satılık Daire,P24154474,2025-02-13,İstanbul,Ümraniye, Armağanevler,6950000,135,100,16-20,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P24154474
"‘ MSY Nefes Sitesinde & 3+1, Ebeveyn Banyolu, Bahçe Katı Daire ,",P31176544,2025-02-13,İstanbul,Pendik, Çınardere,5900000,120,90,2,3+1,Bahçe Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P31176544
Armağanevler Çakmak Metrosuna 50 m Mesafede Dekorasyonlu Satılık 3+1 Daire,P66217453,2025-02-13,İstanbul,Ümraniye, Armağanevler,6900000,120,105,10-15,3+1,13,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P66217453
Heybeliada' da İskeleye Yakın Keyifli 2+1 Satılık Daire,P53480623,2025-02-13,İstanbul,Adalar, Heybeliada,3900000,72,55,30+,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P53480623
AsHill'den Üsküdar Çengelköy Ana cadde Üzeri Satılık 2+1 Daire,P13088252,2025-02-13,İstanbul,Üsküdar, Çengelköy,5500000,85,72,30+,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13088252
FUAYE SÜREYYAPAŞA SATILIK 2+1 BAKIMLI TAŞINMAYA HAZIR BAHÇE KATI,P45706228,2025-02-13,İstanbul,Maltepe, Zümrütevler,13800000,120,110,10-15,2+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P45706228
Atatürk Mah.Metro'ya Yakın Geniş Fırsat Satılık 150 M2 3+1 Daire,P14006858,2025-02-13,İstanbul,Ümraniye, Atatürk,7200000,150,125,21-25,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14006858
REMAX TAN'DAN ACIBADEM YAPRAK SOKAKTA ÇİFT BANYOLU SATILIK 3+1 DAİRE,P28838423,2025-02-13,İstanbul,Üsküdar, Acıbadem,11500000,105,90,1,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P28838423
Kadıköy Caferağa Sarraf Ali Sokak da Asansörlü Satılık 2+1 Daire,P34557057,2025-02-13,İstanbul,Kadıköy, Caferağa,4750000,80,70,30+,2+1,4,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P34557057
Koşuyolunda Yeni Binada 276m2 Satılık Dubleks Daire,P27272351,2025-02-13,İstanbul,Üsküdar, Barbaros,23500000,276,245,2,5+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P27272351
REMAX HERMES DAP CENTRO FUTURA 164m2 3+1 DAİRE,P27202172,2025-02-13,İstanbul,Sancaktepe, Yenidoğan,7750000,164,130,10-15,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P27202172
İDEALTEPE ÜÇLER SİTESİNDE SATILIK 300m² DUBLEKS,P47546782,2025-02-13,İstanbul,Maltepe, İdealtepe,14500000,300,250,21-25,4+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P47546782
TEK YETKİLİ SÜREYYAPLAJI SAHİLDE YENİ BİNADA AYRI MUTFAKLI ARAKAT DAİRE,P58733722,2025-02-13,İstanbul,Maltepe, Feyzullah,6950000,90,78,3,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P58733722
Grena Suadiye Sitesi Satılık 5+1 Çatı Dubleksi Daire,P85044727,2025-02-13,İstanbul,Kadıköy, Bostancı,26500000,236,181,5,5+1,14,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P85044727
REMAX HERMES SELÇUKLU VADİ HAVUZ CEPHE 3+1 170m2,P85178213,2025-02-13,İstanbul,Sancaktepe, Veysel Karani,9200000,170,120,10-15,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P85178213
CEVİZLİ MİNİBÜS CADDESİ SIFIR BİNA 138M2 4+2 SATILIK DUBLEKS,P63427060,2025-02-13,İstanbul,Maltepe, Cevizli,8500000,138,110,1,4+2,4,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P63427060
Grena Suadiye Sitesi Satılık 5+1 Çatı Dubleksi Daire,P40611254,2025-02-13,İstanbul,Kadıköy, Bostancı,24500000,248,190,5,5+1,14,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P40611254
REMAX MASA BURHANİYE MAH MİHRİMAH KONAKLARINDA SATILIK 2+1 DAİRE,P51748326,2025-02-13,İstanbul,Üsküdar, Burhaniye,11000000,92,83,1,2+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P51748326
KİPTAŞ ARKATLI EVLER DE SATILIK KAPALI MUTFAK 2+1 HAZIR DAİRE,P65377450,2025-02-13,İstanbul,Pendik, Çamçeşme,7500000,113,83,1,2+1,4,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P65377450
CEVİZLİDE ŞUBAT TESLİM BALKONLU GÜNEY CEPHE ARAKAT DAİRE FIRSATI,P72572652,2025-02-13,İstanbul,Maltepe, Cevizli,4500000,80,68,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72572652
ZÜHTÜPAŞA MİNİBÜS ALTI GÜLEÇ ÇIKMAZI SK YATIRIMLIK 3 ODA 1 SALON,P77446245,2025-02-13,İstanbul,Kadıköy, Zühtüpaşa,6900000,125,97,30+,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P77446245
PENDİK ŞEYLİ SATILIK DUBLEKS DAİRE,P74114858,2025-02-13,İstanbul,Pendik, Şeyhli,5125000,180,160,21-25,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74114858
Acıbadem Cad. Deniz Manzaralı Net 240m2 Aidatsız Dubleks Daire,P72411118,2025-02-13,İstanbul,Kadıköy, Acıbadem,30500000,270,240,16-20,3+2,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72411118
FENERBAHÇE AYANOĞLU CADDESİ DALYAN KULEDE 40M2 SALONLU SATILIK,P72554163,2025-02-13,İstanbul,Kadıköy, Fenerbahçe,22000000,145,115,9,3+1,9,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P72554163
KARTAL SAHİL DUMANKAYA HORIZON SİTESİNDE DENİZ MANZARALI EN BÜYÜK M2 SATILIK 2+1 DAİRE,P72277354,2025-02-13,İstanbul,Kartal, Kordonboyu,12500000,204,144,9,2+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P72277354
Tuzla Kiptaş Konutları 4.Etap Satılık 3+1 Daire,P51276865,2025-02-13,İstanbul,Tuzla, Mimar Sinan,5180000,125,115,10-15,3+1,En Üst Kat,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P51276865
BEYKOZ RİVA KİDSTOWN GÜVENLİKLİ HAVUZLU SİTEDE EŞYALI 4+1 DUBLEX,P40207584,2025-02-13,İstanbul,Beykoz, Riva,11350000,138,120,10-15,4+1,Bahçe Katı,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P40207584
REMAX PROF SANCAKTEPE SİNPAŞ AQUA CITY 2010 SATILIK 2+1 BAHÇE KATI,P40058027,2025-02-13,İstanbul,Sancaktepe, Emek,11000000,118,90,10-15,2+1,Bahçe Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P40058027
RE/MAX Doğuş'tan Nuhoğlu 1.Etap da Satılık 2+1 Daire!!!,P33826048,2025-02-13,İstanbul,Kadıköy, Fikirtepe,8300000,92,72,8,2+1,15,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P33826048
Antteras Nev Beylerbeyi Satılık 4+1 Daire,P35625852,2025-02-13,İstanbul,Üsküdar, Küplüce,33800000,159,145,1,4+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P35625852
ODA KULE REZİDANS YÜKSEK KAT MANZARALI SİTE İÇERİSİNDE,P61731172,2025-02-13,İstanbul,Ataşehir, Küçükbakkalköy,15500000,160,140,10-15,3+1,13,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P61731172
Üsküdar Bulgurlu Cumhuriyet te Satılık Dubleks,P50181321,2025-02-13,İstanbul,Üsküdar, Cumhuriyet,5250000,130,105,10-15,,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50181321
Üsküdar Çengelköy Ata 2 Sitesi 'Nde 3+1 Satılık Daire,P13050357,2025-02-13,İstanbul,Üsküdar, Bahçelievler,6350000,110,95,26-30,3+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P13050357
Altunizade Erzurum Sitesi Geniş 3+1 Otoparklı Daire,P21510415,2025-02-13,İstanbul,Üsküdar, Altunizade,11500000,140,120,30+,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P21510415
TAŞDELEN ANA CADDEDE SATILIK ARA KAT FIRSAT 2+1 DAİRE,P57105824,2025-02-13,İstanbul,Çekmeköy, Sultançiftliği,4300000,95,80,6,2+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P57105824
Fenerbahçe Dalyan Sahilde Geniş M2 Cam Balkonlu Şömineli 3+1,P86640323,2025-02-13,İstanbul,Kadıköy, Fenerbahçe,12500000,150,125,30+,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P86640323
ÇEKMEKÖY MERKEZ MAHALLESİNDE SATILIK 3+1 DAİRE,P13208261,2025-02-13,İstanbul,Çekmeköy, Merkez,4700000,105,90,8,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13208261
ÇEKMEKÖY MERKEZ MAHALLESİNDE SATILIK 3+1 DAİRE,P60163730,2025-02-13,İstanbul,Çekmeköy, Merkez,4700000,105,90,8,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P60163730
Burhaniye'de Satılık 3+1 Daire Firma Bünyesinde Vade Seçenekleri,P48573647,2025-02-13,İstanbul,Üsküdar, Burhaniye,11405000,210,98,2,3+1,Giriş Katı,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P48573647
"İSTANBUL BOSTANCI EMİN ALİ PAŞA CADDESİ’nde ÖZEL MİMARİ DEKORASYONLU 3,5+1 SATILIK DAİRE",P74413316,2025-02-13,İstanbul,Kadıköy, Bostancı,13500000,150,130,30+,3.5+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74413316
Teras Çekmeköy Sitesinde İçi Komple Yenilenmiş Ters Dubleks 5+1,P01228735,2025-02-13,İstanbul,Çekmeköy, Cumhuriyet,8750000,220,190,16-20,5+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P01228735
DRAGOS SAHİL SİTESİ'NDE DENİZ MANZARALI 100M2 2+1 SATILIK DAİRE,P34845420,2025-02-13,İstanbul,Kartal, Orhantepe,5600000,100,77,30+,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P34845420
ÜMRANİYE\DUDULLU DA TAKSİTLİ ALMA FIRSATI İLE SATILIK 3+1 TERS DUBLEX DAİRE,P83445755,2025-02-13,İstanbul,Ümraniye, Yukarı Dudullu,3700000,130,110,1,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83445755
YEŞİL YAMAÇ SİTESİNDE 3+1 SATILIK FIRSAT DAİRE!!!!,P42037208,2025-02-13,İstanbul,Üsküdar, Yavuztürk,4750000,110,90,26-30,3+1,1. Bodrum,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P42037208
3+1 EBEVEYN BANYOLU-ALEMDAĞ EMLAK KONUTLARI SİTESİ- PEYZAJ MANZ,P58035813,2025-02-13,İstanbul,Çekmeköy, Nişantepe,6300000,130,105,10-15,3+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P58035813
ÇEKMEKÖY MERKEZ MAHALLESİ SAFRANBOLU EVLERİNDE SATILIK 2+1 SIFIR,P65061837,2025-02-13,İstanbul,Çekmeköy, Merkez,4000000,85,75,2,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P65061837
GÖZTEPEDE BAĞDAT CAD. YAKINI HAVUZLU 140M2 NET 3 ODA 1 SALON,P43064610,2025-02-13,İstanbul,Kadıköy, Göztepe,19000000,160,140,6,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P43064610
Antrium Residence Satılık Ebeveyn Banyolu 2+1 Daire,P43272403,2025-02-13,İstanbul,Ümraniye, Saray,11700000,110,100,16-20,2+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P43272403
REMAX HERMES SİNPAŞ LAGÜN LİLYUM BÜYÜK BAHÇE 4+1 233m2,P50310168,2025-02-13,İstanbul,Sancaktepe, Abdurrahmangazi,28650000,233,180,10-15,4+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50310168
MALTEPE FINDIKLI 2+1 HANCIOĞLU CADDESİNDE SATILIK DAİRE,P75866327,2025-02-13,İstanbul,Maltepe, Fındıklı,4250000,90,85,16-20,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P75866327
Remax Anı 'Dan Üsküdar Merkez 'De 2+1 Satılık Daire,P80756047,2025-02-13,İstanbul,Üsküdar, Aziz Mahmut Hüdayi,3350000,90,70,26-30,2+1,Yüksek Giriş,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P80756047
Pendik Doğu Mahallesi Bankacılar 1 de Geniş Kullanımlı Satılık 3+1,P51445433,2025-02-13,İstanbul,Pendik, Doğu,4250000,120,110,30+,3+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P51445433
TUZLA GOLDLİFE SİTESİ PREMİUM LÜKS 2 ODA 1 SALON BALKONLU DAİRE,P34467045,2025-02-13,İstanbul,Tuzla, Yayla,7300000,125,95,7,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P34467045
Grena Suadiye Sitesi Satılık 5+1 Çatı Dubleksi Daire,P33501621,2025-02-13,İstanbul,Kadıköy, Bostancı,26500000,250,190,5,5+1,11,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P33501621
"Kadıköy Bostancı'da, 2+1 78net Otoparklı Ebeveyn Banyolu Daire",P21764606,2025-02-13,İstanbul,Kadıköy, Bostancı,9400000,110,78,1,2+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P21764606
"FENERBAHÇE MEHMET ŞENGÜN SOKAKTA 170M2 4,5 + 1 SATILIK DAİRE",P13876025,2025-02-13,İstanbul,Kadıköy, Fenerbahçe,22250000,170,140,21-25,4+1,9,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13876025
ÇEKMEKÖY MEHMET AKİF MAHALLESİNDE 3+1 SATILIK DAİRE,P70508668,2025-02-13,İstanbul,Çekmeköy, Mehmet Akif,4380000,115,100,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P70508668
ATAŞEHİR VARYAP MERIDIAN 48.KAT 280M2 4+1 ÖZEL TASARIM DAİRE,P72411368,2025-02-13,İstanbul,Ataşehir, Barbaros,45000000,280,220,10-15,4+1,48,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P72411368
REMAX IKON'DAN BULGURLU CUMHURİYET MH. 3+1 125m² NET FERAH DAİRE,P67173276,2025-02-13,İstanbul,Üsküdar, Cumhuriyet,8800000,150,125,16-20,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P67173276
OYAK PLAZA KARŞISI YENİ BİNA'DA 1+1 SATILIK DAİRE,P67231410,2025-02-13,İstanbul,Maltepe, Cevizli,4350000,80,57,1,1+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P67231410
Safir Evleri Sitesi Ataşehir de satılık Boş Daire,P82025652,2025-02-13,İstanbul,Ataşehir, Yenişehir,7950000,160,100,21-25,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P82025652
Grena Suadiye Sitesi Satılık 5+1 Çatı Dubleksi Daire,P52736314,2025-02-13,İstanbul,Kadıköy, Bostancı,24000000,238,182,5,5+1,11,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P52736314
Yenişehir Aspark Evleri Satılık Sıfır 2+1 Daire,P03033666,2025-02-13,İstanbul,Pendik, Yenişehir,6900000,109,82,1,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P03033666
MALTEPE CEVİZLİ'DE TUGAY YOLU ARAKAT YENİ BİNA 2+1 SATILIK DAİRE,P46061416,2025-02-13,İstanbul,Maltepe, Cevizli,6500000,90,70,4,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P46061416
İNŞAAT'DAN KELEPİR FİYATA KAPALI GARAJLI LÜKS 2+1,P53223433,2025-02-13,İstanbul,Maltepe, Küçükyalı,4350000,70,50,1,2+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P53223433
İPEK SOKAK'TA SATILIK BAKIMLI HARİKA FIRSAT DUBLEKS DAİRE!!!,P07837411,2025-02-13,İstanbul,Maltepe, Fındıklı,5250000,158,123,10-15,3+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P07837411
KARTAL UĞUR MUMCU MH EBEBEYN BANYOLU - GİYİNME ODALI 3+1 SATILIK DAİRE,P50702110,2025-02-13,İstanbul,Kartal, Uğur Mumcu,6500000,130,116,10-15,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50702110
Fikirtepede 4+2 Satılık Dublex (35m² Teras)(BOŞ),P55353477,2025-02-13,İstanbul,Kadıköy, Fikirtepe,7350000,175,120,26-30,4+2,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P55353477
Çekmeköy Merkezde 4+2 Lüks Dubleks: Prestijli Yaşam Fırsatı!,P04122007,2025-02-13,İstanbul,Çekmeköy, Merkez,9000000,220,185,1,4+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P04122007
ALTUNİZADE ERZURUM SİTESİNDE MUHTEŞEM SATILIK DUBLEKS DAİRE !,P21146771,2025-02-13,İstanbul,Üsküdar, Altunizade,40000000,350,300,5,6+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P21146771
CADDEBOSTAN BAĞDAT CADDESİ BOŞ 2+1 SATILIK DAİRE,P20526363,2025-02-13,İstanbul,Kadıköy, Caddebostan,13150000,90,72,6,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20526363
Mesa Panorama'da Deniz Manzaralı 2+1 Satılık Daire,P55307361,2025-02-13,İstanbul,Maltepe, Zümrütevler,10500000,104,77,1,2+1,15,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P55307361
Pendik Sapanbağları Merkezi Konumda 2+1 Bahçe Katı Satılık Daire,P42558501,2025-02-13,İstanbul,Pendik, Sapan Bağları,4000000,75,66,6,2+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P42558501
Grena Suadiye Sitesi 5+1 Satılık Çatı Dubleksi,P43266277,2025-02-13,İstanbul,Kadıköy, Bostancı,24500000,237,182,5,5+1,11,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P43266277
Ümraniye İstiklal Kavaklıdere Üsküdar metro 5 dk Satılık 3+1,P88417502,2025-02-13,İstanbul,Ümraniye, İstiklal,4500000,146,135,21-25,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P88417502
RemaxÖncü Ahmet Çimen*Şerifali Mahallesi Satılık Geniş Dublex5+2,P15633821,2025-02-13,İstanbul,Ümraniye, Şerifali,7500000,250,230,16-20,5+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P15633821
Remax Öncü Ahmet Çimen* Satılık Boş 2+1 Daire,P05276031,2025-02-13,İstanbul,Ümraniye, Kazım Karabekir,4000000,85,60,5,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P05276031
ANTWELL SUİTES RESİDANCE EMAAR A KOMŞU LÜKS 1+1 SATILIK DAİRE,P15661838,2025-02-13,İstanbul,Üsküdar, Ünalan,6850000,70,50,6,1+1,4,Merkezi,Evet,https://www.remax.com.tr/portfoy/P15661838
KADIKÖY SAHRAYICEDİT BATMAN SOKAKDA BALKONLU 3+1 SATILIK DAİRE,P64348725,2025-02-13,İstanbul,Kadıköy, Sahrayıcedit,7200000,135,100,26-30,3+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P64348725
LİBADİYE'DE SATILIK 2+1 DAİRE,P16176714,2025-02-13,İstanbul,Üsküdar, Cumhuriyet,4900000,90,70,16-20,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16176714
KİPTAŞ ARKATLI EVLERDE SATILIK HARİKA CEPHE AÇIK MUTFAK 2+1 DAİRE,P86863632,2025-02-13,İstanbul,Pendik, Çamçeşme,6900000,90,68,1,2+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P86863632
BÜYÜKADA'DA ÇARKIFELEK CD. ÜSTÜNDE DENİZ MANZARALI 120 M2 SATILIK DUBLEKS DAİRE,P62486201,2025-02-13,İstanbul,Adalar, Nizam,6500000,120,100,30+,2+1,2,Yok,Hayır,https://www.remax.com.tr/portfoy/P62486201
"SİNPAŞ AYDOS COUNTRY’DE CAM BALKONLU, HARİKA MANZARALI, ARA KAT, 1+1",P61725115,2025-02-13,İstanbul,Sancaktepe, Veysel Karani,5100000,70,57,7,1+1,11,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P61725115
RE/MAX PROF METİN AVCI'DAN ARŞİYAN EVLERİ. SİT. BALKONLU KAPALI OTOPARKLI SATILIK 1+1,P20208215,2025-02-13,İstanbul,Çekmeköy, Merkez,3200000,53,44,16-20,1+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20208215
"GÜZELTEPE MAHALLESİ ZERRE SOKAK, FERAH 3+1 SATILIK DAİRE",P82340051,2025-02-13,İstanbul,Üsküdar, Güzeltepe,13000000,129,100,1,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P82340051
ATAŞEHİR İÇERENKÖY MERKEZİ KONUM YENİ BİNADA 3+1 SATILIK DAİRE,P74773764,2025-02-13,İstanbul,Ataşehir, İçerenköy,6750000,110,90,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74773764
SİNPAŞ FİNANS ŞEHİR TİME ETABI 34.KAT 135m² 3+1 DAİRE,P45434386,2025-02-13,İstanbul,Ümraniye, Finanskent,14900000,135,94,3,3+1,34,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P45434386
